ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
688109.SH,20260610,83.03,84.48,78.0,80.5,82.9,-2.4,-2.8951,15722.66,125876.805
300167.SZ,20260610,4.8,4.81,4.6,4.64,4.8,-0.16,-3.3333,57137.0,26659.28585
603669.SH,20260610,4.59,4.72,4.44,4.61,4.69,-0.08,-1.7058,366079.0,167269.3
688376.SH,20260610,73.58,77.18,71.68,72.6,73.88,-1.28,-1.7325,23365.56,173698.219
301019.SZ,20260610,20.08,20.23,19.6,19.86,20.12,-0.26,-1.2922,13738.03,27289.0353
002498.SZ,20260610,7.58,7.6,7.21,7.31,7.7,-0.39,-5.0649,860625.08,631308.70207
000809.SZ,20260610,3.8,3.82,3.64,3.71,3.82,-0.11,-2.8796,199395.03,73823.36807
002394.SZ,20260610,9.53,9.63,9.2,9.42,9.56,-0.14,-1.4644,70173.91,65648.65249
002437.SZ,20260610,2.7,2.73,2.67,2.71,2.72,-0.01,-0.3676,368776.72,99319.92426
000557.SZ,20260610,3.94,4.02,3.93,4.01,3.97,0.04,1.0076,73327.88,29118.45748
300665.SZ,20260610,10.18,11.19,10.0,11.07,10.18,0.89,8.7426,266708.16,281871.15294
601083.SH,20260610,10.7,10.8,10.66,10.75,10.73,0.02,0.1864,59725.83,64112.169
601898.SH,20260610,16.03,16.28,15.77,15.84,16.28,-0.44,-2.7027,319178.62,509736.226
000931.SZ,20260610,4.07,4.08,4.0,4.06,4.08,-0.02,-0.4902,39027.31,15738.72093
600135.SH,20260610,8.62,9.0,8.55,8.8,8.7,0.1,1.1494,145954.95,128189.805
000423.SZ,20260610,49.08,50.32,49.02,50.14,49.08,1.06,2.1597,46619.43,232449.23823
601568.SH,20260610,3.72,3.77,3.71,3.77,3.73,0.04,1.0724,149749.8,55937.685
002073.SZ,20260610,5.53,5.57,5.42,5.49,5.59,-0.1,-1.7889,162415.0,88965.841
301070.SZ,20260610,96.1,101.9,93.6,96.22,97.25,-1.03,-1.0591,27421.79,266513.90783
300598.SZ,20260610,32.82,33.55,32.07,32.45,33.18,-0.73,-2.2001,42593.97,139607.89316
300155.SZ,20260610,4.5,4.55,4.31,4.42,4.55,-0.13,-2.8571,87247.0,38459.672
300930.SZ,20260610,35.52,35.55,32.78,33.75,36.36,-2.61,-7.1782,75022.42,253914.59945
688125.SH,20260610,178.0,180.99,171.11,177.28,180.1,-2.82,-1.5658,7203.47,126275.446
002756.SZ,20260610,60.39,63.56,59.57,59.88,60.54,-0.66,-1.0902,234711.03,1434382.32411
603235.SH,20260610,22.9,23.17,22.8,23.15,23.03,0.12,0.5211,2504.0,5762.256
688231.SH,20260610,40.5,40.92,38.99,39.71,41.27,-1.56,-3.78,43347.3,171897.284
688180.SH,20260610,28.99,29.63,28.39,29.53,29.29,0.24,0.8194,113450.99,329739.824
603293.SH,20260610,42.57,42.77,40.66,40.85,43.03,-2.18,-5.0662,23826.62,98427.14
688322.SH,20260610,144.0,148.28,133.97,134.51,148.4,-13.89,-9.3598,297602.06,4155908.488
000609.SZ,20260610,12.45,12.45,11.92,11.92,12.55,-0.63,-5.0199,108885.01,130659.41006
688581.SH,20260610,53.52,54.65,53.52,54.56,54.4,0.16,0.2941,3505.12,18936.157
300350.SZ,20260610,4.35,4.38,4.18,4.26,4.36,-0.1,-2.2936,178800.0,76196.215
605218.SH,20260610,16.38,17.16,16.01,16.98,16.59,0.39,2.3508,73572.8,122477.49
003029.SZ,20260610,18.2,18.42,17.7,17.99,18.34,-0.35,-1.9084,20078.0,36114.688
920592.BJ,20260610,28.0,28.44,26.65,26.75,27.9,-1.15,-4.1219,14984.69,41007.78515
688515.SH,20260610,195.04,197.1,186.21,190.87,199.98,-9.11,-4.5555,43911.74,840870.255
601061.SH,20260610,11.27,11.27,10.86,11.05,11.34,-0.29,-2.5573,171520.0,188906.184
