ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000001.SZ,20260515,11.05,11.11,10.96,10.99,11.05,-0.06,-0.543,974741.76,1074648.533
000002.SZ,20260515,3.87,3.88,3.76,3.78,3.87,-0.09,-2.3256,1204343.19,459772.879
000006.SZ,20260515,9.95,10.25,9.62,9.72,9.94,-0.22,-2.2133,468012.5,462786.783
000007.SZ,20260515,12.73,12.78,12.16,12.69,12.86,-0.17,-1.3219,158450.0,198572.674
000008.SZ,20260515,2.73,2.74,2.68,2.69,2.74,-0.05,-1.8248,520101.0,140865.761
000009.SZ,20260515,8.02,8.05,7.87,7.92,8.01,-0.09,-1.1236,260046.83,206566.195
000010.SZ,20260515,2.61,2.73,2.6,2.7,2.6,0.1,3.8462,604192.99,162557.873
000011.SZ,20260515,7.73,7.79,7.54,7.6,7.73,-0.13,-1.6818,57754.24,44253.558
000012.SZ,20260515,3.82,3.84,3.71,3.73,3.85,-0.12,-3.1169,266464.97,100309.83
000014.SZ,20260515,12.35,12.48,12.0,12.11,12.3,-0.19,-1.5447,63965.09,78187.458
000016.SZ,20260515,3.22,3.25,3.15,3.19,3.24,-0.05,-1.5432,315921.1,101242.378
000017.SZ,20260515,5.93,6.0,5.88,5.91,5.97,-0.06,-1.005,68136.97,40472.536
000019.SZ,20260515,7.15,7.16,6.98,7.05,7.16,-0.11,-1.5363,142982.07,100828.23
000020.SZ,20260515,13.92,14.03,13.53,13.58,13.96,-0.38,-2.7221,71569.0,98318.983
000021.SZ,20260515,34.69,35.19,32.88,33.66,34.34,-0.68,-1.9802,1585596.15,5388094.177
000025.SZ,20260515,15.55,15.65,15.33,15.41,15.56,-0.15,-0.964,39587.95,61400.09
000026.SZ,20260515,20.29,21.0,19.67,20.22,20.28,-0.06,-0.2959,224968.01,460804.517
000027.SZ,20260515,7.32,7.36,7.13,7.26,7.33,-0.07,-0.955,608670.09,439868.241
000028.SZ,20260515,24.22,24.31,24.07,24.14,24.19,-0.05,-0.2067,21560.5,52126.136
000029.SZ,20260515,28.29,29.96,28.15,28.91,28.01,0.9,3.2131,146701.1,427563.274
000030.SZ,20260515,4.85,4.88,4.79,4.81,4.84,-0.03,-0.6198,181981.79,87769.646
000031.SZ,20260515,2.89,2.91,2.83,2.86,2.89,-0.03,-1.0381,305048.0,87183.636
000032.SZ,20260515,18.31,18.74,18.21,18.39,18.35,0.04,0.218,209669.07,387133.249
000034.SZ,20260515,41.4,41.68,40.24,40.72,40.9,-0.18,-0.4401,376144.4,1539379.952
000035.SZ,20260515,6.39,6.43,6.13,6.19,6.43,-0.24,-3.7325,531328.48,331263.223
000036.SZ,20260515,5.77,5.86,5.63,5.71,5.78,-0.07,-1.2111,442817.6,253511.03
000037.SZ,20260515,10.92,11.03,10.51,10.76,11.03,-0.27,-2.4479,332811.72,356850.797
000039.SZ,20260515,12.55,12.85,12.04,12.13,12.6,-0.47,-3.7302,456476.67,563896.05
000042.SZ,20260515,10.06,10.13,9.97,10.11,10.09,0.02,0.1982,65520.51,65807.992
000045.SZ,20260515,12.25,12.33,11.95,12.05,12.24,-0.19,-1.5523,78376.0,94959.462
000048.SZ,20260515,14.51,14.56,14.26,14.34,14.62,-0.28,-1.9152,87811.2,126358.671
000049.SZ,20260515,27.5,27.84,26.9,27.03,27.49,-0.46,-1.6733,130258.39,354940.113
000050.SZ,20260515,7.73,7.77,7.38,7.47,7.72,-0.25,-3.2383,359377.05,270323.964
000055.SZ,20260515,3.63,3.65,3.56,3.6,3.62,-0.02,-0.5525,114577.0,41397.571
000056.SZ,20260515,1.51,1.54,1.51,1.51,1.59,-0.08,-5.0314,577431.58,87571.983
000058.SZ,20260515,8.08,8.14,7.89,7.93,8.11,-0.18,-2.2195,95538.0,76378.855
000059.SZ,20260515,5.09,5.11,4.99,5.0,5.08,-0.08,-1.5748,259581.73,130530.612
000060.SZ,20260515,7.86,7.91,7.32,7.4,7.9,-0.5,-6.3291,3036213.16,2298953.653
000061.SZ,20260515,7.09,7.09,6.82,6.9,7.09,-0.19,-2.6798,222796.7,154638.27
000062.SZ,20260515,33.42,34.5,31.71,32.11,33.66,-1.55,-4.6049,663287.86,2172896.991
000063.SZ,20260515,37.64,38.29,36.58,36.71,37.56,-0.85,-2.263,1469673.67,5466586.803
000065.SZ,20260515,12.77,12.95,12.45,12.56,12.83,-0.27,-2.1044,203157.14,257798.531
000066.SZ,20260515,21.51,21.93,20.4,20.5,22.67,-2.17,-9.5721,5263872.24,11035474.251
000068.SZ,20260515,3.35,3.37,3.26,3.3,3.35,-0.05,-1.4925,209046.35,69205.526
000069.SZ,20260515,2.14,2.14,2.08,2.1,2.14,-0.04,-1.8692,488941.33,103041.203
000070.SZ,20260515,20.04,20.95,18.87,19.06,20.45,-1.39,-6.7971,1058153.24,2051829.621
000078.SZ,20260515,2.11,2.11,2.11,2.11,2.22,-0.11,-4.955,21909.0,4622.799
000088.SZ,20260515,4.62,4.64,4.49,4.51,4.63,-0.12,-2.5918,376820.59,171421.447
000089.SZ,20260515,6.86,6.87,6.75,6.76,6.86,-0.1,-1.4577,131461.0,89410.42
000090.SZ,20260515,3.46,3.49,3.41,3.42,3.46,-0.04,-1.1561,178187.63,61293.043
000096.SZ,20260515,9.07,9.17,8.97,9.03,9.07,-0.04,-0.441,64969.5,58829.871
000099.SZ,20260515,17.09,17.26,16.85,16.97,17.08,-0.11,-0.644,95687.12,163165.355
000100.SZ,20260515,4.31,4.33,4.17,4.18,4.28,-0.1,-2.3364,6763993.24,2863652.224
000151.SZ,20260515,12.06,12.19,11.68,11.78,12.0,-0.22,-1.8333,97218.69,115580.728
000153.SZ,20260515,6.28,6.3,6.18,6.2,6.28,-0.08,-1.2739,56905.43,35530.412
000155.SZ,20260515,15.75,15.99,15.61,15.83,15.75,0.08,0.5079,422194.92,667617.939
000156.SZ,20260515,7.32,7.42,7.17,7.26,7.32,-0.06,-0.8197,113998.02,83265.6
000157.SZ,20260515,7.6,7.67,7.51,7.53,7.6,-0.07,-0.9211,786076.96,595320.235
000158.SZ,20260515,17.07,17.27,16.86,16.89,17.07,-0.18,-1.0545,237528.43,404761.655
000159.SZ,20260515,6.79,7.19,6.65,6.9,6.89,0.01,0.1451,855340.74,594185.633
000166.SZ,20260515,4.66,4.67,4.52,4.54,4.67,-0.13,-2.7837,1311275.66,602172.957
000301.SZ,20260515,13.12,13.28,12.96,13.02,13.06,-0.04,-0.3063,309970.46,406414.028
000333.SZ,20260515,81.45,83.3,80.75,82.57,81.81,0.76,0.929,426608.57,3525964.212
000338.SZ,20260515,34.23,35.64,33.8,34.77,34.2,0.57,1.6667,1087487.57,3793084.838
000400.SZ,20260515,26.6,26.96,26.01,26.36,26.53,-0.17,-0.6408,278387.51,734113.785
000401.SZ,20260515,4.19,4.19,4.11,4.11,4.17,-0.06,-1.4388,124910.07,51739.098
000402.SZ,20260515,3.05,3.1,2.98,3.01,3.04,-0.03,-0.9868,948468.71,287514.635
000403.SZ,20260515,11.33,11.37,11.13,11.2,11.35,-0.15,-1.3216,76621.82,86183.179
000404.SZ,20260515,8.37,8.64,8.31,8.52,8.41,0.11,1.308,292676.46,249607.478
000407.SZ,20260515,4.47,4.54,4.4,4.48,4.45,0.03,0.6742,159005.51,71113.134
000408.SZ,20260515,87.01,87.65,83.49,83.71,87.68,-3.97,-4.5278,210364.06,1788886.631
000409.SZ,20260515,9.89,9.99,9.8,9.82,9.89,-0.07,-0.7078,71369.97,70388.492
000410.SZ,20260515,5.93,6.17,5.85,6.05,5.93,0.12,2.0236,378499.46,228906.144
000411.SZ,20260515,11.72,11.86,11.61,11.79,11.78,0.01,0.0849,97433.92,114498.665
000415.SZ,20260515,4.42,4.47,4.3,4.33,4.43,-0.1,-2.2573,778263.75,340525.682
000417.SZ,20260515,7.4,7.45,7.09,7.15,7.46,-0.31,-4.1555,470153.83,339788.676
000419.SZ,20260515,5.6,5.63,5.46,5.5,5.59,-0.09,-1.61,90727.44,50114.129
000420.SZ,20260515,5.16,5.23,5.03,5.09,5.14,-0.05,-0.9728,1012605.55,518771.319
000421.SZ,20260515,6.24,6.28,6.13,6.2,6.24,-0.04,-0.641,87356.0,54146.862
000422.SZ,20260515,15.32,15.68,15.2,15.4,15.19,0.21,1.3825,349703.29,541630.381
000423.SZ,20260515,53.05,53.39,52.04,52.26,53.2,-0.94,-1.7669,55494.0,292297.079
000425.SZ,20260515,10.25,10.45,10.13,10.21,10.25,-0.04,-0.3902,897295.76,924503.539
000426.SZ,20260515,45.7,45.7,43.41,44.14,48.17,-4.03,-8.3662,1188551.84,5293601.318
000428.SZ,20260515,3.79,3.79,3.68,3.7,3.77,-0.07,-1.8568,170384.42,63439.091
000429.SZ,20260515,13.07,13.13,12.94,13.13,13.05,0.08,0.613,66826.01,87125.728
000488.SZ,20260515,2.38,2.39,2.34,2.35,2.37,-0.02,-0.8439,133454.0,31468.05
000498.SZ,20260515,5.45,5.47,5.3,5.35,5.45,-0.1,-1.8349,137625.87,74174.347
000501.SZ,20260515,7.99,8.0,7.78,7.81,7.99,-0.18,-2.2528,93679.64,73533.508
000503.SZ,20260515,7.68,7.97,7.67,7.7,7.78,-0.08,-1.0283,153430.0,119167.57
000504.SZ,20260515,9.32,9.35,9.21,9.26,9.32,-0.06,-0.6438,25217.0,23359.026
000505.SZ,20260515,6.84,6.85,6.58,6.64,6.83,-0.19,-2.7818,210610.67,140925.389
000506.SZ,20260515,14.99,14.99,14.26,14.44,15.25,-0.81,-5.3115,361822.62,525158.283
000507.SZ,20260515,5.25,5.26,5.14,5.19,5.25,-0.06,-1.1429,135621.55,70308.664
000509.SZ,20260515,3.81,3.87,3.75,3.81,3.8,0.01,0.2632,303934.86,115513.7
000510.SZ,20260515,14.75,14.9,13.85,14.03,14.95,-0.92,-6.1538,608527.6,870982.632
000513.SZ,20260515,31.41,31.56,30.77,30.88,31.41,-0.53,-1.6874,59617.33,185473.188
000514.SZ,20260515,4.88,4.89,4.75,4.79,4.89,-0.1,-2.045,101695.0,48895.54
000516.SZ,20260515,4.47,4.53,4.41,4.49,4.47,0.02,0.4474,256723.36,114662.135
000517.SZ,20260515,2.01,2.02,1.97,1.98,2.01,-0.03,-1.4925,175768.0,35085.993
000518.SZ,20260515,3.11,3.23,3.11,3.23,3.08,0.15,4.8701,383656.76,122645.897
000519.SZ,20260515,17.95,18.09,17.43,17.58,17.91,-0.33,-1.8425,285380.95,505714.209
000520.SZ,20260515,4.02,4.06,3.94,3.99,4.02,-0.03,-0.7463,167443.79,66749.59
000521.SZ,20260515,5.61,5.65,5.58,5.6,5.61,-0.01,-0.1783,63584.09,35685.528
000523.SZ,20260515,3.37,3.49,3.35,3.45,3.39,0.06,1.7699,439768.74,151113.98
000524.SZ,20260515,9.59,9.61,9.39,9.45,9.59,-0.14,-1.4599,76012.72,72138.315
000525.SZ,20260515,5.24,5.27,5.12,5.13,5.25,-0.12,-2.2857,249814.17,128956.877
000526.SZ,20260515,34.41,34.54,33.88,34.09,34.38,-0.29,-0.8435,16270.0,55649.78
000528.SZ,20260515,9.47,9.66,9.41,9.51,9.46,0.05,0.5285,383035.35,364653.787
000529.SZ,20260515,5.49,5.49,5.35,5.37,5.47,-0.1,-1.8282,60506.0,32649.317
000530.SZ,20260515,6.02,6.1,5.94,5.99,6.01,-0.02,-0.3328,228236.5,137251.575
000531.SZ,20260515,7.2,7.23,6.96,7.07,7.21,-0.14,-1.9417,256305.31,181119.704
000532.SZ,20260515,12.12,12.14,11.8,11.89,12.12,-0.23,-1.8977,64975.0,77798.388
000533.SZ,20260515,14.36,14.49,13.5,13.63,14.35,-0.72,-5.0174,794929.13,1096181.892
000534.SZ,20260515,39.0,39.32,36.51,36.88,38.66,-1.78,-4.6042,202652.04,756997.817
000536.SZ,20260515,3.97,3.98,3.9,3.91,4.0,-0.09,-2.25,449926.6,176947.094
000537.SZ,20260515,10.91,10.96,10.45,10.55,10.91,-0.36,-3.2997,676155.74,716586.724
000538.SZ,20260515,51.4,51.5,50.8,50.9,51.5,-0.6,-1.165,79492.45,406401.355
000539.SZ,20260515,7.13,7.2,6.7,6.9,7.23,-0.33,-4.5643,1696695.24,1169206.417
000541.SZ,20260515,5.47,5.5,5.35,5.37,5.48,-0.11,-2.0073,112285.25,60746.145
000543.SZ,20260515,8.41,8.58,8.22,8.43,8.43,0.0,0.0,618459.75,518913.354
000544.SZ,20260515,8.28,8.29,8.1,8.14,8.28,-0.14,-1.6908,56992.17,46649.608
000545.SZ,20260515,2.94,3.0,2.9,2.92,2.93,-0.01,-0.3413,373781.83,110247.516
000546.SZ,20260515,6.95,7.16,6.75,6.83,7.05,-0.22,-3.1206,642223.0,445116.077
