ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
600812.SH,20260612,4.35,4.48,4.33,4.48,4.35,0.13,2.9885,145148.0,64227.381
002398.SZ,20260612,4.17,4.21,4.1,4.17,4.12,0.05,1.2136,115590.0,48127.149
002418.SZ,20260612,4.26,4.29,4.11,4.15,4.16,-0.01,-0.2404,575082.0,241364.428
002786.SZ,20260612,8.45,8.61,8.09,8.14,8.32,-0.18,-2.1635,186398.0,153815.403
002264.SZ,20260612,6.29,6.37,6.2,6.31,6.22,0.09,1.4469,109059.0,68770.221
601665.SH,20260612,6.41,6.49,6.35,6.45,6.44,0.01,0.1553,568728.57,366229.806
688506.SH,20260612,218.41,234.89,214.0,232.0,218.38,13.62,6.2368,35735.99,816634.492
301026.SZ,20260612,21.88,22.86,21.36,22.12,21.59,0.53,2.4548,97529.24,215606.23172
603887.SH,20260612,10.55,10.75,10.36,10.62,10.46,0.16,1.5296,151274.3,160237.764
301161.SZ,20260612,36.17,39.48,35.0,35.35,36.53,-1.18,-3.2302,183363.35,677945.01218
603958.SH,20260612,19.01,19.6,19.01,19.09,19.05,0.04,0.21,39025.0,75146.482
600171.SH,20260612,26.73,26.97,26.22,26.32,26.23,0.09,0.3431,136740.12,362833.719
000717.SZ,20260612,2.09,2.2,2.08,2.17,2.09,0.08,3.8278,252596.01,54164.08709
000951.SZ,20260612,22.19,22.33,21.59,21.81,21.95,-0.14,-0.6378,120044.96,263002.28315
000090.SZ,20260612,3.54,3.76,3.51,3.61,3.55,0.06,1.6901,563844.37,205930.35187
600579.SH,20260612,6.85,6.99,6.6,6.61,6.74,-0.13,-1.9288,162659.98,109817.911
000505.SZ,20260612,5.54,5.67,5.48,5.63,5.55,0.08,1.4414,94041.41,52627.90862
600201.SH,20260612,11.94,12.36,11.81,12.28,11.93,0.35,2.9338,213596.1,261155.277
600031.SH,20260612,18.4,19.22,18.4,18.91,18.22,0.69,3.787,1130549.55,2135482.986
000978.SZ,20260612,5.96,6.03,5.86,5.98,5.86,0.12,2.0478,128703.0,76679.712
300982.SZ,20260612,18.13,18.19,17.33,17.6,17.79,-0.19,-1.068,42978.4,76344.1188
001234.SZ,20260612,22.48,22.8,22.1,22.66,22.38,0.28,1.2511,14056.25,31692.65625
002046.SZ,20260612,59.9,62.13,58.87,59.19,57.73,1.46,2.529,223361.6,1350211.31214
301198.SZ,20260612,14.77,14.96,14.11,14.34,14.57,-0.23,-1.5786,62839.73,90217.45091
301216.SZ,20260612,24.71,25.04,23.88,24.51,24.61,-0.1,-0.4063,116759.07,284174.57857
300129.SZ,20260612,9.2,9.51,9.15,9.3,9.09,0.21,2.3102,181362.74,169530.60826
002930.SZ,20260612,9.33,10.09,9.26,9.87,9.22,0.65,7.0499,190512.78,184861.02624
688556.SH,20260612,10.91,11.08,10.55,10.6,10.7,-0.1,-0.9346,475099.58,515303.084
600025.SH,20260612,9.69,9.86,9.61,9.86,9.7,0.16,1.6495,305181.51,297882.504
002451.SZ,20260612,7.7,7.85,7.62,7.74,7.63,0.11,1.4417,87680.0,68125.611
600597.SH,20260612,6.62,6.8,6.56,6.79,6.61,0.18,2.7231,118658.2,79328.542
300660.SZ,20260612,30.3,30.97,28.93,29.46,29.72,-0.26,-0.8748,110669.0,329778.23474
600367.SH,20260612,56.0,59.0,51.48,53.03,54.03,-1.0,-1.8508,653314.99,3545787.702
301290.SZ,20260612,30.08,30.42,28.21,28.75,29.33,-0.58,-1.9775,27602.43,80182.94914
300123.SZ,20260612,4.24,4.43,4.11,4.29,4.11,0.18,4.3796,405472.1,172626.2744
002738.SZ,20260612,59.0,63.14,58.76,61.18,58.75,2.43,4.1362,511513.18,3120773.47114
688143.SH,20260612,194.14,200.0,178.0,179.0,192.66,-13.66,-7.0902,74791.12,1423177.405
600748.SH,20260612,4.04,4.14,3.95,4.05,4.02,0.03,0.7463,168171.91,68057.21
603529.SH,20260612,20.12,21.08,19.91,20.88,20.02,0.86,4.2957,90186.31,185841.626
003022.SZ,20260612,25.02,26.88,24.72,25.31,24.7,0.61,2.4696,411661.65,1065939.45491
920218.BJ,20260612,21.7,22.42,20.03,20.51,21.6,-1.09,-5.0463,34025.11,72225.75526
601012.SH,20260612,13.63,13.87,13.42,13.46,13.64,-0.18,-1.3196,1869735.65,2557192.087
300881.SZ,20260612,40.3,42.43,40.3,40.49,39.65,0.84,2.1185,19979.77,82089.00393
603439.SH,20260612,15.56,15.95,14.94,14.95,15.47,-0.52,-3.3613,154494.0,237767.247
600718.SH,20260612,7.79,7.88,7.71,7.84,7.73,0.11,1.423,89584.94,70009.643
688332.SH,20260612,101.9,102.99,96.03,101.4,97.4,4.0,4.1068,92978.48,936525.046
301365.SZ,20260612,32.35,32.79,31.63,31.75,31.89,-0.14,-0.439,27518.02,88508.38868
688387.SH,20260612,16.08,17.09,15.79,15.87,15.75,0.12,0.7619,769286.74,1253878.834
603380.SH,20260612,35.9,36.88,34.86,35.22,35.07,0.15,0.4277,29441.0,104714.03
300798.SZ,20260612,7.25,7.4,7.07,7.28,7.12,0.16,2.2472,138033.05,100424.55919
300087.SZ,20260612,7.0,7.12,6.84,6.98,7.03,-0.05,-0.7112,169325.18,118777.85692
300232.SZ,20260612,5.71,5.93,5.64,5.87,5.61,0.26,4.6346,366875.39,213196.33536
301049.SZ,20260612,20.4,20.57,19.68,20.15,19.95,0.2,1.0025,13793.0,27912.474
603325.SH,20260612,59.0,59.68,58.3,58.98,58.99,-0.01,-0.017,4807.38,28315.21
600598.SH,20260612,13.97,14.3,13.83,14.3,14.0,0.3,2.1429,183180.17,258570.778
600711.SH,20260612,12.07,13.01,12.01,13.0,11.83,1.17,9.8901,3027069.18,3870274.279
002917.SZ,20260612,11.89,12.08,11.64,11.97,11.8,0.17,1.4407,141765.5,168263.156
300475.SZ,20260612,188.11,194.96,186.04,187.5,182.16,5.34,2.9315,480354.64,9177996.79278
600266.SH,20260612,4.38,4.47,4.33,4.43,4.37,0.06,1.373,322636.89,142229.642
920168.BJ,20260612,18.06,18.09,17.74,17.82,17.73,0.09,0.5076,3321.7,5949.22473
002556.SZ,20260612,5.1,5.24,5.03,5.18,5.11,0.07,1.3699,151731.14,78013.18187
601929.SH,20260612,2.4,2.44,2.35,2.41,2.39,0.02,0.8368,646166.63,155155.484
002432.SZ,20260612,62.97,63.48,60.51,60.9,61.74,-0.84,-1.3605,167114.95,1031066.50686
688523.SH,20260612,53.56,57.52,52.46,53.35,53.27,0.08,0.1502,127178.36,702597.168
688215.SH,20260612,44.92,45.19,43.5,44.36,43.78,0.58,1.3248,10966.55,48541.779
000756.SZ,20260612,12.31,12.47,12.16,12.34,12.19,0.15,1.2305,49676.03,61331.17797
300253.SZ,20260612,7.09,7.28,7.02,7.18,6.95,0.23,3.3094,588262.04,420774.3698
605018.SH,20260612,16.7,16.7,15.6,15.65,16.55,-0.9,-5.4381,269667.0,430504.184
002580.SZ,20260612,20.7,21.24,20.53,20.73,20.48,0.25,1.2207,468274.0,977006.62124
600071.SH,20260612,16.63,16.77,16.32,16.5,16.46,0.04,0.243,34982.0,57974.82
300158.SZ,20260612,5.05,5.11,4.98,5.05,5.03,0.02,0.3976,104181.0,52553.889
603722.SH,20260612,40.0,42.0,39.19,39.96,39.66,0.3,0.7564,52274.63,211356.399
300264.SZ,20260612,10.22,10.49,8.88,9.1,10.97,-1.87,-17.0465,645642.45,612989.29505
000716.SZ,20260612,4.62,4.73,4.57,4.66,4.6,0.06,1.3043,182537.82,85038.26946
300037.SZ,20260612,76.01,77.88,73.08,74.3,75.6,-1.3,-1.7196,361307.16,2718760.18914
603091.SH,20260612,66.67,67.97,65.72,66.27,66.1,0.17,0.2572,5713.75,38248.703
301093.SZ,20260612,124.75,126.99,118.65,120.8,122.99,-2.19,-1.7806,32728.1,398732.7755
300831.SZ,20260612,18.07,18.35,16.86,16.96,18.08,-1.12,-6.1947,221713.36,391955.14139
688629.SH,20260612,145.01,149.8,140.0,140.6,142.0,-1.4,-0.9859,194038.05,2811942.867
002685.SZ,20260612,6.63,6.8,6.57,6.63,6.54,0.09,1.3761,285688.08,191015.96565
688226.SH,20260612,43.09,46.28,42.38,44.65,42.14,2.51,5.9563,109905.42,488762.005
603400.SH,20260612,59.5,60.69,58.59,59.03,58.86,0.17,0.2888,7807.03,46533.548
000558.SZ,20260612,3.95,4.03,3.82,4.01,3.91,0.1,2.5575,926848.05,364909.75586
002114.SZ,20260612,7.29,7.8,7.23,7.54,7.15,0.39,5.4545,158495.87,119140.62987
601107.SH,20260612,5.81,5.94,5.77,5.94,5.81,0.13,2.2375,103604.57,60884.461
002370.SZ,20260612,5.29,5.29,5.1,5.23,5.19,0.04,0.7707,163613.0,85400.767
002765.SZ,20260612,7.8,7.97,7.75,7.82,7.64,0.18,2.356,109847.28,86229.67928
301232.SZ,20260612,119.8,123.97,116.01,117.0,116.81,0.19,0.1627,42186.43,506501.52851
301357.SZ,20260612,87.95,93.37,87.95,90.21,88.4,1.81,2.0475,28215.48,257573.77961
000553.SZ,20260612,5.89,6.14,5.82,6.05,5.89,0.16,2.7165,94998.02,57036.73104
600461.SH,20260612,9.33,9.53,9.28,9.48,9.36,0.12,1.2821,118237.72,111521.341
688334.SH,20260612,17.97,18.44,17.97,18.44,17.83,0.61,3.4212,23448.39,42741.909
600800.SH,20260612,3.64,3.72,3.54,3.66,3.64,0.02,0.5495,245861.15,89876.908
688148.SH,20260612,8.27,9.3,8.23,9.02,8.13,0.89,10.9471,447527.4,393082.279
002585.SZ,20260612,12.42,12.79,11.24,11.58,12.42,-0.84,-6.7633,2026360.71,2415724.88789
000888.SZ,20260612,9.62,9.85,9.53,9.83,9.56,0.27,2.8243,95353.0,92694.8
300780.SZ,20260612,26.09,26.94,24.93,25.01,25.84,-0.83,-3.2121,80805.36,209006.9886
603107.SH,20260612,12.51,12.57,12.37,12.5,12.41,0.09,0.7252,15855.73,19813.577
601238.SH,20260612,5.77,5.94,5.75,5.88,5.75,0.13,2.2609,262772.73,154019.39
600593.SH,20260612,39.35,43.48,38.86,41.4,39.6,1.8,4.5455,120257.33,487744.938
600637.SH,20260612,8.55,8.77,8.49,8.6,8.44,0.16,1.8957,549097.83,472379.068
600169.SH,20260612,2.21,2.24,2.21,2.24,2.21,0.03,1.3575,77156.16,17184.208
301178.SZ,20260612,53.71,53.99,51.8,52.4,52.9,-0.5,-0.9452,18720.69,98496.61597
002256.SZ,20260612,4.2,4.28,4.11,4.16,4.2,-0.04,-0.9524,765524.96,320478.93532
603072.SH,20260612,36.21,38.6,36.21,38.02,35.9,2.12,5.9053,81226.59,305369.773
000767.SZ,20260612,4.63,4.75,4.52,4.65,4.63,0.02,0.432,2090549.64,968815.39825
002926.SZ,20260612,7.85,8.09,7.75,8.08,7.76,0.32,4.1237,264652.0,210847.911
000936.SZ,20260612,5.74,5.84,5.67,5.76,5.66,0.1,1.7668,196616.33,113450.36208
301096.SZ,20260612,54.45,55.2,53.58,54.02,54.88,-0.86,-1.5671,17973.52,97241.57978
600993.SH,20260612,23.32,23.84,23.17,23.83,23.32,0.51,2.187,47286.34,111698.478
600448.SH,20260612,2.94,2.95,2.81,2.9,2.92,-0.02,-0.6849,231961.6,67152.762
688592.SH,20260612,37.9,39.89,37.9,38.75,37.47,1.28,3.4161,13982.63,54416.499
688603.SH,20260612,168.51,172.39,152.53,154.44,162.45,-8.01,-4.9307,63781.85,1028892.374
001368.SZ,20260612,23.23,23.37,22.82,23.29,22.93,0.36,1.57,10790.0,24990.924
601026.SH,20260612,14.76,15.26,14.76,15.24,14.6,0.64,4.3836,59576.51,89924.674
300139.SZ,20260612,41.85,44.46,40.51,42.25,40.05,2.2,5.4931,367023.4,1556253.88168
300699.SZ,20260612,27.7,28.65,27.69,28.15,27.29,0.86,3.1513,195603.94,551975.15535
