ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000001.SZ,20260603,11.03,11.06,10.92,10.99,11.08,-0.09,-0.8123,825271.72,906870.26835
000002.SZ,20260603,3.37,3.38,3.26,3.28,3.39,-0.11,-3.2448,2114604.39,697163.39389
000006.SZ,20260603,8.73,8.75,8.38,8.49,8.85,-0.36,-4.0678,377181.4,322376.98093
000007.SZ,20260603,12.08,12.49,11.82,11.99,12.1,-0.11,-0.9091,81150.47,97831.7468
000008.SZ,20260603,2.58,2.66,2.57,2.61,2.58,0.03,1.1628,336367.93,87849.71838
000009.SZ,20260603,7.35,7.35,7.2,7.21,7.34,-0.13,-1.7711,181986.93,131879.88984
000010.SZ,20260603,2.35,2.4,2.2,2.2,2.32,-0.12,-5.1724,809847.01,185082.37379
000011.SZ,20260603,7.44,7.44,7.23,7.31,7.44,-0.13,-1.7473,43367.0,31598.552
000012.SZ,20260603,4.11,4.24,4.08,4.11,4.1,0.01,0.2439,507188.25,211091.22347
000014.SZ,20260603,10.93,10.93,10.67,10.77,10.94,-0.17,-1.5539,62021.19,66827.11143
000016.SZ,20260603,3.38,3.45,3.31,3.34,3.37,-0.03,-0.8902,284825.81,95991.27926
000017.SZ,20260603,5.51,5.54,5.34,5.37,5.47,-0.1,-1.8282,74764.0,40307.781
000019.SZ,20260603,6.58,6.58,6.45,6.54,6.56,-0.02,-0.3049,80268.0,52170.779
000020.SZ,20260603,12.52,12.7,12.32,12.43,12.59,-0.16,-1.2708,32755.0,40959.313
000021.SZ,20260603,37.35,39.79,37.31,38.3,37.18,1.12,3.0124,1880732.21,7290738.60127
000025.SZ,20260603,14.92,15.47,14.86,15.12,15.07,0.05,0.3318,92386.67,140132.6225
000026.SZ,20260603,22.17,22.99,21.9,22.38,22.39,-0.01,-0.0447,125079.0,280605.065
000027.SZ,20260603,7.9,8.03,7.78,7.96,8.02,-0.06,-0.7481,918161.55,725609.62869
000028.SZ,20260603,23.39,23.43,23.05,23.14,23.39,-0.25,-1.0688,22664.33,52490.35283
000029.SZ,20260603,23.61,23.85,23.25,23.46,23.5,-0.04,-0.1702,49618.42,116705.94678
000030.SZ,20260603,4.68,4.68,4.59,4.6,4.67,-0.07,-1.4989,102655.97,47472.24223
000031.SZ,20260603,2.76,2.78,2.61,2.67,2.76,-0.09,-3.2609,490933.0,130610.143
000032.SZ,20260603,15.97,16.28,15.81,15.94,16.02,-0.08,-0.4994,165299.5,264919.78381
000034.SZ,20260603,25.73,26.8,25.35,25.58,26.05,-0.47,-1.8042,490826.03,1275812.38216
000035.SZ,20260603,5.8,5.92,5.75,5.91,5.81,0.1,1.7212,315066.51,184332.67484
000036.SZ,20260603,5.1,5.19,5.03,5.06,5.11,-0.05,-0.9785,227373.5,115617.9234
000037.SZ,20260603,11.73,12.3,11.4,11.88,12.01,-0.13,-1.0824,831527.11,973802.894
000039.SZ,20260603,10.44,10.72,10.35,10.56,10.48,0.08,0.7634,276128.0,291616.78808
000042.SZ,20260603,9.77,9.92,9.72,9.9,9.77,0.13,1.3306,41711.0,40987.11014
001914.SZ,20260603,9.94,9.96,9.64,9.76,9.94,-0.18,-1.8109,56517.78,55111.81454
000045.SZ,20260603,11.25,11.48,11.19,11.29,11.25,0.04,0.3556,62052.0,70557.829
000048.SZ,20260603,13.89,14.41,13.5,14.39,13.96,0.43,3.0802,193060.54,270027.447
