ts_code,trade_date,turnover_rate,volume_ratio,pe_ttm,pb,ps_ttm,dv_ttm,total_mv,circ_mv
000001.SZ,20260605,0.5171,,4.9484,0.4591,1.602,,21307698.1814,21307349.517
000002.SZ,20260605,1.6923,,,0.3508,0.1728,,3877480.5781,3158004.1561
000006.SZ,20260605,2.5732,,,2.1398,7.5326,,1148845.7841,1148837.1039
000007.SZ,20260605,2.4456,,,23.8133,10.0563,,426477.5422,426477.5422
000008.SZ,20260605,0.7862,,,3.2598,3.2901,,703541.8199,703520.9106
000009.SZ,20260605,0.9938,,357.1338,1.8489,0.7728,,1854454.8408,1852158.7143
000010.SZ,20260605,2.6258,,,8.8278,4.0201,,259821.418,196200.1225
000011.SZ,20260605,1.2084,,2747.6344,1.342,1.8468,,451752.1517,399068.4616
000012.SZ,20260605,6.5466,,1194.5868,1.0224,0.977,,1332601.3392,858180.6699
000014.SZ,20260605,2.3518,,,1.8702,6.2262,,258263.321,258263.321
000016.SZ,20260605,1.2953,,,,0.8303,,765726.6397,507716.8284
000017.SZ,20260605,2.09,,88.6909,9.3929,5.1813,,366646.3844,234517.2779
000019.SZ,20260605,1.9437,,34.1236,1.4642,1.3606,,739927.6331,267204.5133
000020.SZ,20260605,2.2053,,101.6174,7.941,4.4194,,352818.8888,225732.0772
000021.SZ,20260605,8.6565,,50.0703,4.4928,3.7271,,6003071.9711,6002192.312
000025.SZ,20260605,2.1226,,46.4122,3.5413,5.0141,,658657.113,600165.273
000026.SZ,20260605,5.4829,,85.4807,2.694,2.5616,,915403.5998,822449.0136
000027.SZ,20260605,1.9821,,17.3312,1.0367,0.7955,,3468137.2488,3468137.2488
000028.SZ,20260605,0.3596,,11.5795,0.6712,0.1739,,1268411.8105,1089482.4452
000029.SZ,20260605,0.5668,,989.4639,6.4646,19.1437,,2335922.94,2058842.94
000030.SZ,20260605,0.4434,,11.7068,0.9108,0.4433,,777354.5019,755249.5436
000031.SZ,20260605,2.5372,,,1.1106,0.3413,,1135873.0348,1135870.7458
000032.SZ,20260605,2.0134,,,2.6265,0.3908,,1932135.1045,1809355.1821
000034.SZ,20260605,4.3657,,45.8757,2.2189,0.1629,,2484911.7364,2075317.3258
000035.SZ,20260605,1.8424,,45.5186,1.223,2.5113,,1315806.0557,1274477.1871
000036.SZ,20260605,1.7328,,79.3097,1.3948,9.6019,,717351.3685,716923.409
000037.SZ,20260605,12.7774,,35.606,3.9057,15.2314,,660025.0426,371104.4243
000039.SZ,20260605,1.441,,,1.1392,0.3473,,5322417.62,2271488.8482
000042.SZ,20260605,0.8178,,,2.9247,3.4948,,662836.6456,662110.1696
000045.SZ,20260605,1.9688,,83.7876,1.9472,1.7969,,584526.2137,527403.2137
000048.SZ,20260605,3.3046,,,1.991,1.5109,,747585.8775,746316.8775
000049.SZ,20260605,2.144,,29.0805,1.4018,0.4084,,940825.8542,940572.2725
000050.SZ,20260605,4.4668,,,0.7807,0.5884,,2097202.7907,2097186.3241
000055.SZ,20260605,8.7466,,,0.7051,1.1758,,394111.8413,248038.5754
000056.SZ,20260605,5.971,,,,0.6497,,217585.1925,166286.9103
000058.SZ,20260605,0.9135,,122.2217,4.3348,5.2022,,870458.8751,696210.7233
000059.SZ,20260605,1.5303,,,0.7599,0.1808,,740541.8946,740528.213
